IDSensor,IDStation,Pollutant,NameStation,Altitude,Province,Latitude,Longitude,ARPA_zone,ARPA_stat_type,LAU_Code,GISCO_ID,CNTR_CODE,LAU_NAME,POP_2020,POP_DENS_2,AREA_KM2,FID,NUTS3_Code,NUTS0_Code,NUTS0_Name,NUTS1_Code,NUTS1_Name,NUTS2_Code,NUTS2_Name,NUTS3_Name,NUTS3_UrbRur,NUTS3_Remoteness,NUTS3_Metropol,NUTS3_Coastal,NUTS3_Mountain,NUTS3_Border,DateStart,DateStop,Frequency,Source
20082,573,NH3,Colico Via La Madoneta,229,"LC",46.1381409051264,9.38468724765179,C,SB,097023,IT_097023,IT,"Colico",7960,226.80093548,35.096857,IT_097023,ITC43,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Lecco",perdominantly urban,"predominantly urban",Non metropolitan,non-coastal,> 50 % of population and 50 % of surface are in mountain areas,Other regions,2013-11-20,NaT,Daily,ARPA (open data)
5805,574,CO,Lecco Via Amendola,214,"LC",45.8501911945785,9.39557706689322,A,UT,097042,IT_097042,IT,"Lecco",48173,1066.62736916,45.1638514,IT_097042,ITC43,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Lecco",perdominantly urban,"predominantly urban",Non metropolitan,non-coastal,> 50 % of population and 50 % of surface are in mountain areas,Other regions,1991-02-17,NaT,Hourly,ARPA (open data)
5577,574,NO2,Lecco Via Amendola,214,"LC",45.8501911945785,9.39557706689322,A,UT,097042,IT_097042,IT,"Lecco",48173,1066.62736916,45.1638514,IT_097042,ITC43,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Lecco",perdominantly urban,"predominantly urban",Non metropolitan,non-coastal,> 50 % of population and 50 % of surface are in mountain areas,Other regions,1991-02-17,NaT,Hourly,ARPA (open data)
6248,574,NOx,Lecco Via Amendola,214,"LC",45.8501911945785,9.39557706689322,A,UT,097042,IT_097042,IT,"Lecco",48173,1066.62736916,45.1638514,IT_097042,ITC43,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Lecco",perdominantly urban,"predominantly urban",Non metropolitan,non-coastal,> 50 % of population and 50 % of surface are in mountain areas,Other regions,1991-01-01,NaT,Hourly,ARPA (open data)
6927,574,PM10,Lecco Via Amendola,214,"LC",45.8501911945785,9.39557706689322,A,UT,097042,IT_097042,IT,"Lecco",48173,1066.62736916,45.1638514,IT_097042,ITC43,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Lecco",perdominantly urban,"predominantly urban",Non metropolitan,non-coastal,> 50 % of population and 50 % of surface are in mountain areas,Other regions,2000-05-12,NaT,Daily,ARPA (open data)
6587,574,SO2,Lecco Via Amendola,214,"LC",45.8501911945785,9.39557706689322,A,UT,097042,IT_097042,IT,"Lecco",48173,1066.62736916,45.1638514,IT_097042,ITC43,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Lecco",perdominantly urban,"predominantly urban",Non metropolitan,non-coastal,> 50 % of population and 50 % of surface are in mountain areas,Other regions,1991-02-17,NaT,Hourly,ARPA (open data)
10013,576,PM2.5,Merate Via Madonna Di Loreto,279,"LC",45.6979519897024,9.4061909386866,Agg_MI,UT,097048,IT_097048,IT,"Merate",14857,1342.75190632,11.06459051,IT_097048,ITC43,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Lecco",perdominantly urban,"predominantly urban",Non metropolitan,non-coastal,> 50 % of population and 50 % of surface are in mountain areas,Other regions,2006-09-10,NaT,Daily,ARPA (open data)
6929,576,PM10,Merate Via Madonna Di Loreto,279,"LC",45.6979519897024,9.4061909386866,Agg_MI,UT,097048,IT_097048,IT,"Merate",14857,1342.75190632,11.06459051,IT_097048,ITC43,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Lecco",perdominantly urban,"predominantly urban",Non metropolitan,non-coastal,> 50 % of population and 50 % of surface are in mountain areas,Other regions,2000-01-01,NaT,Daily,ARPA (open data)
5579,576,NO2,Merate Via Madonna Di Loreto,279,"LC",45.6979519897024,9.4061909386866,Agg_MI,UT,097048,IT_097048,IT,"Merate",14857,1342.75190632,11.06459051,IT_097048,ITC43,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Lecco",perdominantly urban,"predominantly urban",Non metropolitan,non-coastal,> 50 % of population and 50 % of surface are in mountain areas,Other regions,1991-02-18,NaT,Hourly,ARPA (open data)
5807,576,CO,Merate Via Madonna Di Loreto,279,"LC",45.6979519897024,9.4061909386866,Agg_MI,UT,097048,IT_097048,IT,"Merate",14857,1342.75190632,11.06459051,IT_097048,ITC43,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Lecco",perdominantly urban,"predominantly urban",Non metropolitan,non-coastal,> 50 % of population and 50 % of surface are in mountain areas,Other regions,1991-12-24,NaT,Hourly,ARPA (open data)
6252,576,NOx,Merate Via Madonna Di Loreto,279,"LC",45.6979519897024,9.4061909386866,Agg_MI,UT,097048,IT_097048,IT,"Merate",14857,1342.75190632,11.06459051,IT_097048,ITC43,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Lecco",perdominantly urban,"predominantly urban",Non metropolitan,non-coastal,> 50 % of population and 50 % of surface are in mountain areas,Other regions,1991-01-01,NaT,Hourly,ARPA (open data)
6218,583,NOx,Bergamo Via Meucci,249,"BG",45.6910374054721,9.64365057946138,Agg_BG,UB,016024,IT_016024,IT,"Bergamo",121781,3031.06861333,40.17757944,IT_016024,ITC46,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Bergamo",perdominantly urban,"predominantly urban",Metropolitan,non-coastal,> 50 % of surface are in mountain areas,Other regions,1989-06-01,NaT,Hourly,ARPA (open data)
5586,583,NO2,Bergamo Via Meucci,249,"BG",45.6910374054721,9.64365057946138,Agg_BG,UB,016024,IT_016024,IT,"Bergamo",121781,3031.06861333,40.17757944,IT_016024,ITC46,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Bergamo",perdominantly urban,"predominantly urban",Metropolitan,non-coastal,> 50 % of surface are in mountain areas,Other regions,1989-06-01,NaT,Hourly,ARPA (open data)
10399,583,PM2.5,Bergamo Via Meucci,249,"BG",45.6910374054721,9.64365057946138,Agg_BG,UB,016024,IT_016024,IT,"Bergamo",121781,3031.06861333,40.17757944,IT_016024,ITC46,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Bergamo",perdominantly urban,"predominantly urban",Metropolitan,non-coastal,> 50 % of surface are in mountain areas,Other regions,2008-12-20,NaT,Daily,ARPA (open data)
9888,583,CO,Bergamo Via Meucci,249,"BG",45.6910374054721,9.64365057946138,Agg_BG,UB,016024,IT_016024,IT,"Bergamo",121781,3031.06861333,40.17757944,IT_016024,ITC46,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Bergamo",perdominantly urban,"predominantly urban",Metropolitan,non-coastal,> 50 % of surface are in mountain areas,Other regions,2005-03-11,NaT,Hourly,ARPA (open data)
6931,583,PM10,Bergamo Via Meucci,249,"BG",45.6910374054721,9.64365057946138,Agg_BG,UB,016024,IT_016024,IT,"Bergamo",121781,3031.06861333,40.17757944,IT_016024,ITC46,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Bergamo",perdominantly urban,"predominantly urban",Metropolitan,non-coastal,> 50 % of surface are in mountain areas,Other regions,2000-07-03,NaT,Daily,ARPA (open data)
20523,583,NH3,Bergamo Via Meucci,249,"BG",45.6910374054721,9.64365057946138,Agg_BG,UB,016024,IT_016024,IT,"Bergamo",121781,3031.06861333,40.17757944,IT_016024,ITC46,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Bergamo",perdominantly urban,"predominantly urban",Metropolitan,non-coastal,> 50 % of surface are in mountain areas,Other regions,NaT,NaT,Hourly,ARPA (experimental campaigns)
10405,584,PM10,Bergamo Via Garibaldi,249,"BG",45.6956803443269,9.66124914606551,Agg_BG,UT,016024,IT_016024,IT,"Bergamo",121781,3031.06861333,40.17757944,IT_016024,ITC46,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Bergamo",perdominantly urban,"predominantly urban",Metropolitan,non-coastal,> 50 % of surface are in mountain areas,Other regions,2008-12-19,NaT,Daily,ARPA (open data)
6220,584,NOx,Bergamo Via Garibaldi,249,"BG",45.6956803443269,9.66124914606551,Agg_BG,UT,016024,IT_016024,IT,"Bergamo",121781,3031.06861333,40.17757944,IT_016024,ITC46,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Bergamo",perdominantly urban,"predominantly urban",Metropolitan,non-coastal,> 50 % of surface are in mountain areas,Other regions,1994-06-21,NaT,Hourly,ARPA (open data)
5670,584,SO2,Bergamo Via Garibaldi,249,"BG",45.6956803443269,9.66124914606551,Agg_BG,UT,016024,IT_016024,IT,"Bergamo",121781,3031.06861333,40.17757944,IT_016024,ITC46,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Bergamo",perdominantly urban,"predominantly urban",Metropolitan,non-coastal,> 50 % of surface are in mountain areas,Other regions,1994-06-16,NaT,Hourly,ARPA (open data)
5794,584,CO,Bergamo Via Garibaldi,249,"BG",45.6956803443269,9.66124914606551,Agg_BG,UT,016024,IT_016024,IT,"Bergamo",121781,3031.06861333,40.17757944,IT_016024,ITC46,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Bergamo",perdominantly urban,"predominantly urban",Metropolitan,non-coastal,> 50 % of surface are in mountain areas,Other regions,1994-06-16,NaT,Hourly,ARPA (open data)
5587,584,NO2,Bergamo Via Garibaldi,249,"BG",45.6956803443269,9.66124914606551,Agg_BG,UT,016024,IT_016024,IT,"Bergamo",121781,3031.06861333,40.17757944,IT_016024,ITC46,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Bergamo",perdominantly urban,"predominantly urban",Metropolitan,non-coastal,> 50 % of surface are in mountain areas,Other regions,1994-06-21,NaT,Hourly,ARPA (open data)
5591,588,NO2,Tavernola Bergamasca Via Riva Di Sotto,191,"BG",45.7162999241173,10.0447659993684,C,SI,016211,IT_016211,IT,"Tavernola Bergamasca",2018,180.53374368,11.17796573,IT_016211,ITC46,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Bergamo",perdominantly urban,"predominantly urban",Metropolitan,non-coastal,> 50 % of surface are in mountain areas,Other regions,1990-09-21,NaT,Hourly,ARPA (open data)
6228,588,NOx,Tavernola Bergamasca Via Riva Di Sotto,191,"BG",45.7162999241173,10.0447659993684,C,SI,016211,IT_016211,IT,"Tavernola Bergamasca",2018,180.53374368,11.17796573,IT_016211,ITC46,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Bergamo",perdominantly urban,"predominantly urban",Metropolitan,non-coastal,> 50 % of surface are in mountain areas,Other regions,1990-09-21,NaT,Hourly,ARPA (open data)
5662,592,SO2,Treviglio Pzza Insurrezione,191,"BG",45.5193349813872,9.59200999488842,Agg_BG,UT,016219,IT_016219,IT,"Treviglio",30630,949.92203291,32.24475161,IT_016219,ITC46,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Bergamo",perdominantly urban,"predominantly urban",Metropolitan,non-coastal,> 50 % of surface are in mountain areas,Other regions,1991-06-02,NaT,Hourly,ARPA (open data)
20104,592,PM2.5,Treviglio Pzza Insurrezione,191,"BG",45.5193349813872,9.59200999488842,Agg_BG,UT,016219,IT_016219,IT,"Treviglio",30630,949.92203291,32.24475161,IT_016219,ITC46,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Bergamo",perdominantly urban,"predominantly urban",Metropolitan,non-coastal,> 50 % of surface are in mountain areas,Other regions,2015-03-01,NaT,Daily,ARPA (open data)
5790,592,CO,Treviglio Pzza Insurrezione,191,"BG",45.5193349813872,9.59200999488842,Agg_BG,UT,016219,IT_016219,IT,"Treviglio",30630,949.92203291,32.24475161,IT_016219,ITC46,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Bergamo",perdominantly urban,"predominantly urban",Metropolitan,non-coastal,> 50 % of surface are in mountain areas,Other regions,1994-12-01,NaT,Hourly,ARPA (open data)
6204,592,NOx,Treviglio Pzza Insurrezione,191,"BG",45.5193349813872,9.59200999488842,Agg_BG,UT,016219,IT_016219,IT,"Treviglio",30630,949.92203291,32.24475161,IT_016219,ITC46,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Bergamo",perdominantly urban,"predominantly urban",Metropolitan,non-coastal,> 50 % of surface are in mountain areas,Other regions,1991-06-02,NaT,Hourly,ARPA (open data)
5595,592,NO2,Treviglio Pzza Insurrezione,191,"BG",45.5193349813872,9.59200999488842,Agg_BG,UT,016219,IT_016219,IT,"Treviglio",30630,949.92203291,32.24475161,IT_016219,ITC46,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Bergamo",perdominantly urban,"predominantly urban",Metropolitan,non-coastal,> 50 % of surface are in mountain areas,Other regions,1991-06-02,NaT,Hourly,ARPA (open data)
6935,592,PM10,Treviglio Pzza Insurrezione,191,"BG",45.5193349813872,9.59200999488842,Agg_BG,UT,016219,IT_016219,IT,"Treviglio",30630,949.92203291,32.24475161,IT_016219,ITC46,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Bergamo",perdominantly urban,"predominantly urban",Metropolitan,non-coastal,> 50 % of surface are in mountain areas,Other regions,2000-02-03,NaT,Daily,ARPA (open data)
5665,595,SO2,Filago Via Don Milani,190,"BG",45.6338645090807,9.55608425579086,Agg_BG,SI,016098,IT_016098,IT,"Filago",3121,574.81195771,5.42960173,IT_016098,ITC46,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Bergamo",perdominantly urban,"predominantly urban",Metropolitan,non-coastal,> 50 % of surface are in mountain areas,Other regions,1991-12-07,NaT,Hourly,ARPA (open data)
6208,595,NOx,Filago Via Don Milani,190,"BG",45.6338645090807,9.55608425579086,Agg_BG,SI,016098,IT_016098,IT,"Filago",3121,574.81195771,5.42960173,IT_016098,ITC46,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Bergamo",perdominantly urban,"predominantly urban",Metropolitan,non-coastal,> 50 % of surface are in mountain areas,Other regions,1992-03-06,NaT,Hourly,ARPA (open data)
6962,595,PM10,Filago Via Don Milani,190,"BG",45.6338645090807,9.55608425579086,Agg_BG,SI,016098,IT_016098,IT,"Filago",3121,574.81195771,5.42960173,IT_016098,ITC46,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Bergamo",perdominantly urban,"predominantly urban",Metropolitan,non-coastal,> 50 % of surface are in mountain areas,Other regions,2004-10-14,NaT,Daily,ARPA (open data)
5598,595,NO2,Filago Via Don Milani,190,"BG",45.6338645090807,9.55608425579086,Agg_BG,SI,016098,IT_016098,IT,"Filago",3121,574.81195771,5.42960173,IT_016098,ITC46,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Bergamo",perdominantly urban,"predominantly urban",Metropolitan,non-coastal,> 50 % of surface are in mountain areas,Other regions,1992-03-06,NaT,Hourly,ARPA (open data)
6212,596,NOx,Osio Sotto Via Per Levate,182,"BG",45.6205556793956,9.61173782181237,Agg_BG,SB,016153,IT_016153,IT,"Osio Sotto",12655,1667.05187355,7.59124548,IT_016153,ITC46,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Bergamo",perdominantly urban,"predominantly urban",Metropolitan,non-coastal,> 50 % of surface are in mountain areas,Other regions,2000-04-06,NaT,Hourly,ARPA (open data)
6936,596,PM10,Osio Sotto Via Per Levate,182,"BG",45.6205556793956,9.61173782181237,Agg_BG,SB,016153,IT_016153,IT,"Osio Sotto",12655,1667.05187355,7.59124548,IT_016153,ITC46,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Bergamo",perdominantly urban,"predominantly urban",Metropolitan,non-coastal,> 50 % of surface are in mountain areas,Other regions,2000-05-24,NaT,Daily,ARPA (open data)
5599,596,NO2,Osio Sotto Via Per Levate,182,"BG",45.6205556793956,9.61173782181237,Agg_BG,SB,016153,IT_016153,IT,"Osio Sotto",12655,1667.05187355,7.59124548,IT_016153,ITC46,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Bergamo",perdominantly urban,"predominantly urban",Metropolitan,non-coastal,> 50 % of surface are in mountain areas,Other regions,2000-04-06,NaT,Hourly,ARPA (open data)
20197,598,PM10,San Rocco Al Porto Via Matteotti,50,"LO",45.0819866969786,9.70078817718398,B,SB,098049,IT_098049,IT,"San Rocco al Porto",3376,110.46906671,30.56059131,IT_098049,ITC49,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Lodi",intermediate,"intermediate, close to a city",Metropolitan,non-coastal,Other regions,Other regions,2002-01-01,NaT,Daily,ARPA (open data)
6274,598,NOx,San Rocco Al Porto Via Matteotti,50,"LO",45.0819866969786,9.70078817718398,B,SB,098049,IT_098049,IT,"San Rocco al Porto",3376,110.46906671,30.56059131,IT_098049,ITC49,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Lodi",intermediate,"intermediate, close to a city",Metropolitan,non-coastal,Other regions,Other regions,2002-01-24,NaT,Hourly,ARPA (open data)
5601,598,NO2,San Rocco Al Porto Via Matteotti,50,"LO",45.0819866969786,9.70078817718398,B,SB,098049,IT_098049,IT,"San Rocco al Porto",3376,110.46906671,30.56059131,IT_098049,ITC49,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Lodi",intermediate,"intermediate, close to a city",Metropolitan,non-coastal,Other regions,Other regions,2002-01-24,NaT,Hourly,ARPA (open data)
5811,598,CO,San Rocco Al Porto Via Matteotti,50,"LO",45.0819866969786,9.70078817718398,B,SB,098049,IT_098049,IT,"San Rocco al Porto",3376,110.46906671,30.56059131,IT_098049,ITC49,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Lodi",intermediate,"intermediate, close to a city",Metropolitan,non-coastal,Other regions,Other regions,2002-02-25,2021-12-31,Hourly,ARPA (open data)
5603,600,NO2,Lodi Via Vignati,80,"LO",45.3060129875238,9.48526286320174,A,UT,098031,IT_098031,IT,"Lodi",46050,1111.93679065,41.41422461,IT_098031,ITC49,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Lodi",intermediate,"intermediate, close to a city",Metropolitan,non-coastal,Other regions,Other regions,1999-12-30,NaT,Hourly,ARPA (open data)
9985,600,PM2.5,Lodi Via Vignati,80,"LO",45.3060129875238,9.48526286320174,A,UT,098031,IT_098031,IT,"Lodi",46050,1111.93679065,41.41422461,IT_098031,ITC49,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Lodi",intermediate,"intermediate, close to a city",Metropolitan,non-coastal,Other regions,Other regions,2006-07-10,NaT,Daily,ARPA (open data)
5809,600,CO,Lodi Via Vignati,80,"LO",45.3060129875238,9.48526286320174,A,UT,098031,IT_098031,IT,"Lodi",46050,1111.93679065,41.41422461,IT_098031,ITC49,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Lodi",intermediate,"intermediate, close to a city",Metropolitan,non-coastal,Other regions,Other regions,1999-12-30,NaT,Hourly,ARPA (open data)
6939,600,PM10,Lodi Via Vignati,80,"LO",45.3060129875238,9.48526286320174,A,UT,098031,IT_098031,IT,"Lodi",46050,1111.93679065,41.41422461,IT_098031,ITC49,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Lodi",intermediate,"intermediate, close to a city",Metropolitan,non-coastal,Other regions,Other regions,2000-12-05,NaT,Daily,ARPA (open data)
5693,600,SO2,Lodi Via Vignati,80,"LO",45.3060129875238,9.48526286320174,A,UT,098031,IT_098031,IT,"Lodi",46050,1111.93679065,41.41422461,IT_098031,ITC49,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Lodi",intermediate,"intermediate, close to a city",Metropolitan,non-coastal,Other regions,Other regions,1999-12-30,NaT,Hourly,ARPA (open data)
6268,600,NOx,Lodi Via Vignati,80,"LO",45.3060129875238,9.48526286320174,A,UT,098031,IT_098031,IT,"Lodi",46050,1111.93679065,41.41422461,IT_098031,ITC49,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Lodi",intermediate,"intermediate, close to a city",Metropolitan,non-coastal,Other regions,Other regions,1999-12-30,NaT,Hourly,ARPA (open data)
5605,602,NO2,Melegnano Via Predabissi,83,"MI",45.35428575071,9.32924342411371,<undefined>,<undefined>,015140,IT_015140,IT,"Melegnano",18379,3673.29055482,5.0034158,IT_015140,ITC4C,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Milano",perdominantly urban,"predominantly urban",Metropolitan,non-coastal,Other regions,Other regions,2000-01-13,NaT,Hourly,ARPA (open data)
5606,603,NO2,Castiraga Vidardo Via Craxi,74,"LO",45.2623251999215,9.40028132306792,<undefined>,<undefined>,098015,IT_098015,IT,"Castiraga Vidardo",2897,574.67582793,5.04110293,IT_098015,ITC49,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Lodi",intermediate,"intermediate, close to a city",Metropolitan,non-coastal,Other regions,Other regions,2000-01-13,2018-01-01,Hourly,ARPA (open data)
5698,604,SO2,Tavazzano Con Villavesco Via Cascina Bagnolo,85,"LO",45.3303610018123,9.41464472662726,A,SB,098056,IT_098056,IT,"Tavazzano con Villavesco",5960,370.81767138,16.07258893,IT_098056,ITC49,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Lodi",intermediate,"intermediate, close to a city",Metropolitan,non-coastal,Other regions,Other regions,2000-01-13,NaT,Hourly,ARPA (open data)
9740,604,PM10,Tavazzano Con Villavesco Via Cascina Bagnolo,85,"LO",45.3303610018123,9.41464472662726,A,SB,098056,IT_098056,IT,"Tavazzano con Villavesco",5960,370.81767138,16.07258893,IT_098056,ITC49,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Lodi",intermediate,"intermediate, close to a city",Metropolitan,non-coastal,Other regions,Other regions,2005-04-05,NaT,Daily,ARPA (open data)
6280,604,NOx,Tavazzano Con Villavesco Via Cascina Bagnolo,85,"LO",45.3303610018123,9.41464472662726,A,SB,098056,IT_098056,IT,"Tavazzano con Villavesco",5960,370.81767138,16.07258893,IT_098056,ITC49,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Lodi",intermediate,"intermediate, close to a city",Metropolitan,non-coastal,Other regions,Other regions,2000-01-13,NaT,Hourly,ARPA (open data)
5607,604,NO2,Tavazzano Con Villavesco Via Cascina Bagnolo,85,"LO",45.3303610018123,9.41464472662726,A,SB,098056,IT_098056,IT,"Tavazzano con Villavesco",5960,370.81767138,16.07258893,IT_098056,ITC49,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Lodi",intermediate,"intermediate, close to a city",Metropolitan,non-coastal,Other regions,Other regions,2000-01-13,NaT,Hourly,ARPA (open data)
6276,606,NOx,San Giuliano Milanese Via Milano,97,"MI",45.3961946255272,9.28270007555784,A,UT,015195,IT_015195,IT,"San Giuliano Milanese",39085,1265.21342342,30.89202128,IT_015195,ITC4C,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Milano",perdominantly urban,"predominantly urban",Metropolitan,non-coastal,Other regions,Other regions,2000-01-13,NaT,Hourly,ARPA (open data)
5609,606,NO2,San Giuliano Milanese Via Milano,97,"MI",45.3961946255272,9.28270007555784,A,UT,015195,IT_015195,IT,"San Giuliano Milanese",39085,1265.21342342,30.89202128,IT_015195,ITC4C,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Milano",perdominantly urban,"predominantly urban",Metropolitan,non-coastal,Other regions,Other regions,2000-01-13,NaT,Hourly,ARPA (open data)
5812,606,CO,San Giuliano Milanese Via Milano,97,"MI",45.3961946255272,9.28270007555784,A,UT,015195,IT_015195,IT,"San Giuliano Milanese",39085,1265.21342342,30.89202128,IT_015195,ITC4C,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Milano",perdominantly urban,"predominantly urban",Metropolitan,non-coastal,Other regions,Other regions,2000-01-13,NaT,Hourly,ARPA (open data)
6260,607,NOx,Abbadia Cerreto Via Fanfulla,64,"LO",45.3095022692823,9.58579041612041,B,RB,098001,IT_098001,IT,"Abbadia Cerreto",270,43.55635882,6.19886527,IT_098001,ITC49,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Lodi",intermediate,"intermediate, close to a city",Metropolitan,non-coastal,Other regions,Other regions,2000-01-13,NaT,Hourly,ARPA (open data)
5610,607,NO2,Abbadia Cerreto Via Fanfulla,64,"LO",45.3095022692823,9.58579041612041,B,RB,098001,IT_098001,IT,"Abbadia Cerreto",270,43.55635882,6.19886527,IT_098001,ITC49,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Lodi",intermediate,"intermediate, close to a city",Metropolitan,non-coastal,Other regions,Other regions,2000-01-13,NaT,Hourly,ARPA (open data)
5611,608,NO2,Codogno Via Trento,59,"LO",45.1593728023411,9.69814824935254,B,UT,098019,IT_098019,IT,"Codogno",15994,765.98380205,20.8803371,IT_098019,ITC49,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Lodi",intermediate,"intermediate, close to a city",Metropolitan,non-coastal,Other regions,Other regions,2000-01-13,NaT,Hourly,ARPA (open data)
9739,608,PM10,Codogno Via Trento,59,"LO",45.1593728023411,9.69814824935254,B,UT,098019,IT_098019,IT,"Codogno",15994,765.98380205,20.8803371,IT_098019,ITC49,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Lodi",intermediate,"intermediate, close to a city",Metropolitan,non-coastal,Other regions,Other regions,2005-04-09,NaT,Daily,ARPA (open data)
5691,608,SO2,Codogno Via Trento,59,"LO",45.1593728023411,9.69814824935254,B,UT,098019,IT_098019,IT,"Codogno",15994,765.98380205,20.8803371,IT_098019,ITC49,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Lodi",intermediate,"intermediate, close to a city",Metropolitan,non-coastal,Other regions,Other regions,2000-01-13,NaT,Hourly,ARPA (open data)
6264,608,NOx,Codogno Via Trento,59,"LO",45.1593728023411,9.69814824935254,B,UT,098019,IT_098019,IT,"Codogno",15994,765.98380205,20.8803371,IT_098019,ITC49,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Lodi",intermediate,"intermediate, close to a city",Metropolitan,non-coastal,Other regions,Other regions,2000-01-13,NaT,Hourly,ARPA (open data)
9897,609,NO2,Casirate D'Adda Via Cimitero,108,"BG",45.4982271339449,9.55623226235176,A,RB,016059,IT_016059,IT,"Casirate d'Adda",4121,404.62479046,10.18474423,IT_016059,ITC46,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Bergamo",perdominantly urban,"predominantly urban",Metropolitan,non-coastal,> 50 % of surface are in mountain areas,Other regions,2005-11-10,NaT,Hourly,ARPA (open data)
9965,609,PM10,Casirate D'Adda Via Cimitero,108,"BG",45.4982271339449,9.55623226235176,A,RB,016059,IT_016059,IT,"Casirate d'Adda",4121,404.62479046,10.18474423,IT_016059,ITC46,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Bergamo",perdominantly urban,"predominantly urban",Metropolitan,non-coastal,> 50 % of surface are in mountain areas,Other regions,2006-01-01,NaT,Daily,ARPA (open data)
9978,609,PM2.5,Casirate D'Adda Via Cimitero,108,"BG",45.4982271339449,9.55623226235176,A,RB,016059,IT_016059,IT,"Casirate d'Adda",4121,404.62479046,10.18474423,IT_016059,ITC46,IT,Italia,ITC,Nord-Ovest,ITC4,Lombardia,"Bergamo",perdominantly urban,"predominantly urban",Metropolitan,non-coastal,> 50 % of surface are in mountain areas,Other regions,2005-11-11,NaT,Daily,ARPA (open data)
